rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1977.9011603212127,-5.827406883239746,1831.8587646484375,95.87897658348083,95.878975,96.84678,97.06038,1.4136095111769824,-48.53502655029297,1.4070161581039429,HybridPINNLSTMModel
