rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1478.783114591183,-2.3525452613830566,1228.3546142578125,79.54226732254028,79.54227,87.40575,92.737236,0.8657688875112625,-10.981021881103516,0.8075381517410278,Model
