rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1954.7321427755774,-5.668392658233643,1812.63427734375,95.07709741592407,95.0771,95.733154,95.869865,1.3157818952141405,-41.916202545166016,1.3138173818588257,HybridPINNLSTMModel
