rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1973.6613184637329,-5.798168182373047,1829.8709716796875,95.95613479614258,95.95613,96.543106,96.750435,1.406456105705075,-48.03496170043945,1.4033852815628052,HybridPINNLSTMModel
