rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1963.4063512171901,-5.727706432342529,1820.6484375,95.49658298492432,95.496574,96.14955,96.24574,1.355770550200158,-44.564422607421875,1.3535397052764893,HybridPINNLSTMModel
