rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
872.6114183873599,-0.1673671007156372,773.8507690429688,71.24207019805908,71.24207,93.57067,99.89326,1.7493047695638537,-47.91261291503906,1.3477736711502075,Model
