rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1974.4959483371952,-5.803918838500977,1828.264404296875,95.65953612327576,95.659546,96.536835,96.90846,1.3908176502983887,-46.95058059692383,1.3842041492462158,HybridPINNLSTMModel
