rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1949.5194920800357,-5.632874488830566,1805.532470703125,94.5046067237854,94.50461,95.445885,95.69574,1.275507081864876,-39.329166412353516,1.2716312408447266,HybridPINNLSTMModel
