rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1961.4208497923132,-5.71410608291626,1815.7208251953125,94.97378468513489,94.97379,95.95757,96.23134,1.3213577647367554,-42.280704498291016,1.3158740997314453,HybridPINNLSTMModel
