rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1961.7645755798528,-5.71645975112915,1818.5987548828125,95.34756541252136,95.347565,95.95556,96.09521,1.3422495870918183,-43.66013717651367,1.339855670928955,HybridPINNLSTMModel
