rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1972.3643172598718,-5.789236068725586,1828.5750732421875,95.88317275047302,95.88317,96.42441,96.65245,1.3971512062718734,-47.3882942199707,1.3944169282913208,HybridPINNLSTMModel
