rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1961.5876860339433,-5.715248107910156,1816.8211669921875,95.11966109275818,95.119644,95.88309,96.14982,1.3285650982683965,-42.7541389465332,1.3244379758834839,HybridPINNLSTMModel
