rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1960.612468082359,-5.708572864532471,1816.759765625,95.17992734909058,95.179924,95.939095,96.111916,1.330678123893671,-42.893428802490234,1.3273570537567139,HybridPINNLSTMModel
