rmse,r2,mae,mape,rel_error_mean,rel_error_median,rel_error_p90,log_rmse,log_r2,log_mae,model
1966.555491207914,-5.749305248260498,1822.8392333984375,95.54088115692139,95.54088,96.28135,96.47644,1.3644347898669453,-45.14865493774414,1.36117422580719,HybridPINNLSTMModel
